04:00:00,677.74
04:01:00,676.2
04:02:00,676.2
04:03:00,676.2
04:04:00,676.45
04:05:00,676.3
04:06:00,676.71
04:07:00,676.56
04:08:00,676.46
04:09:00,676.76
04:10:00,677.0
04:11:00,676.71
04:12:00,676.92
04:13:00,676.45
04:14:00,676.61
04:15:00,676.65
04:16:00,676.4
04:17:00,676.43
04:18:00,676.48
04:19:00,676.17
04:20:00,676.29
04:21:00,676.36
04:22:00,676.18
04:23:00,676.21
04:24:00,676.22
04:25:00,676.73
04:26:00,676.33
04:27:00,675.93
04:28:00,675.98
04:29:00,676.07
04:30:00,676.05
04:31:00,676.28
04:32:00,675.88
04:33:00,676.0
04:34:00,675.89
04:35:00,675.8
04:36:00,675.75
04:37:00,675.86
04:38:00,676.18
04:39:00,676.55
04:40:00,676.34
04:41:00,676.2
04:42:00,676.4
04:43:00,675.94
04:44:00,675.7
04:45:00,675.45
04:46:00,675.27
04:47:00,675.09
04:48:00,675.49
04:49:00,675.2
04:50:00,675.17
04:51:00,674.79
04:52:00,674.65
04:53:00,674.57
04:54:00,674.58
04:55:00,675.0
04:56:00,675.07
04:57:00,674.82
04:58:00,674.58
04:59:00,674.67
05:00:00,674.61
05:01:00,674.76
05:02:00,674.54
05:03:00,674.18
05:04:00,674.45
05:05:00,674.85
05:06:00,674.52
05:07:00,674.14
05:08:00,673.99
05:09:00,673.9
05:10:00,673.91
05:11:00,673.74
05:12:00,673.98
05:13:00,674.23
05:14:00,674.14
05:15:00,674.06
05:16:00,673.93
05:17:00,673.85
05:18:00,674.44
05:19:00,674.32
05:20:00,674.21
05:21:00,674.72
05:22:00,674.61
05:23:00,674.7
05:24:00,674.48
05:25:00,674.3
05:26:00,674.22
05:27:00,674.09
05:28:00,674.22
05:29:00,674.06
05:30:00,673.85
05:31:00,673.78
05:32:00,673.93
05:33:00,673.75
05:34:00,673.22
05:35:00,673.3
05:36:00,673.4
05:37:00,673.19
05:38:00,673.21
05:39:00,673.01
05:40:00,673.4
05:41:00,674.1
05:42:00,674.36
05:43:00,674.48
05:44:00,674.52
05:45:00,674.87
05:46:00,675.0
05:47:00,674.94
05:48:00,674.7
05:49:00,674.55
05:50:00,674.52
05:51:00,674.89
05:52:00,674.73
05:53:00,674.53
05:54:00,674.36
05:55:00,674.26
05:56:00,673.92
05:57:00,673.83
05:58:00,673.6
05:59:00,673.8
06:00:00,674.07
06:01:00,673.78
06:02:00,674.12
06:03:00,674.53
06:04:00,674.58
06:05:00,674.56
06:06:00,674.45
06:07:00,674.25
06:08:00,674.2
06:09:00,673.95
06:10:00,674.13
06:11:00,674.14
06:12:00,673.95
06:13:00,674.13
06:14:00,674.07
06:15:00,674.08
06:16:00,673.85
06:17:00,673.5
06:18:00,673.42
06:19:00,673.01
06:20:00,673.2
06:21:00,672.51
06:22:00,673.48
06:23:00,673.14
06:24:00,673.74
06:25:00,674.3
06:26:00,674.33
06:27:00,674.39
06:28:00,674.43
06:29:00,674.44
06:30:00,674.31
06:31:00,674.79
06:32:00,674.5
06:33:00,674.52
06:34:00,674.73
06:35:00,674.6
06:36:00,675.25
06:37:00,675.16
06:38:00,675.08
06:39:00,675.05
06:40:00,674.83
06:41:00,674.99
06:42:00,675.11
06:43:00,675.06
06:44:00,675.04
06:45:00,675.38
06:46:00,675.55
06:47:00,675.5
06:48:00,675.21
06:49:00,675.0
06:50:00,675.08
06:51:00,675.23
06:52:00,675.0
06:53:00,675.07
06:54:00,675.09
06:55:00,675.52
06:56:00,675.2
06:57:00,675.1
06:58:00,675.0
06:59:00,675.1
07:00:00,675.14
07:01:00,675.21
07:02:00,675.1
07:03:00,675.29
07:04:00,675.58
07:05:00,675.63
07:06:00,675.6
07:07:00,675.66
07:08:00,675.62
07:09:00,675.72
07:10:00,676.19
07:11:00,676.48
07:12:00,676.86
07:13:00,676.48
07:14:00,676.29
07:15:00,676.54
07:16:00,676.44
07:17:00,676.5
07:18:00,676.61
07:19:00,676.88
07:20:00,676.86
07:21:00,677.14
07:22:00,677.76
07:23:00,677.61
07:24:00,677.21
07:25:00,677.03
07:26:00,677.21
07:27:00,677.18
07:28:00,677.18
07:29:00,677.01
07:30:00,677.0
07:31:00,676.86
07:32:00,676.699
07:33:00,676.54
07:34:00,676.57
07:35:00,676.97
07:36:00,676.58
07:37:00,676.67
07:38:00,676.75
07:39:00,676.94
07:40:00,676.88
07:41:00,676.6
07:42:00,676.85
07:43:00,677.22
07:44:00,677.12
07:45:00,677.2
07:46:00,677.39
07:47:00,677.56
07:48:00,677.55
07:49:00,677.16
07:50:00,677.48
07:51:00,677.36
07:52:00,677.23
07:53:00,676.7
07:54:00,676.72
07:55:00,676.93
07:56:00,677.36
07:57:00,677.08
07:58:00,677.21
07:59:00,677.3
08:00:00,677.18
08:01:00,677.09
08:02:00,676.84
08:03:00,676.75
08:04:00,676.6
08:05:00,676.6
08:06:00,676.58
08:07:00,676.5
08:08:00,676.34
08:09:00,676.5
08:10:00,676.32
08:11:00,676.35
08:12:00,676.5
08:13:00,676.17
08:14:00,676.44
08:15:00,676.65
08:16:00,676.63
08:17:00,676.78
08:18:00,676.8945
08:19:00,676.87
08:20:00,676.76
08:21:00,677.18
08:22:00,677.12
08:23:00,676.92
08:24:00,676.36
08:25:00,676.48
08:26:00,676.32
08:27:00,676.02
08:28:00,676.0731
08:29:00,675.75
08:30:00,675.9752
08:31:00,675.56
08:32:00,675.08
08:33:00,674.95
08:34:00,675.38
08:35:00,675.35
08:36:00,674.95
08:37:00,674.81
08:38:00,674.59
08:39:00,674.94
08:40:00,675.01
08:41:00,674.99
08:42:00,675.32
08:43:00,674.83
08:44:00,674.64
08:45:00,674.79
08:46:00,674.61
08:47:00,674.4
08:48:00,674.34
08:49:00,674.4914
08:50:00,674.42
08:51:00,674.35
08:52:00,674.24
08:53:00,674.34
08:54:00,674.92
08:55:00,674.55
08:56:00,674.44
08:57:00,674.44
08:58:00,674.36
08:59:00,674.47
09:00:00,674.66
09:01:00,674.61
09:02:00,674.22
09:03:00,674.41
09:04:00,674.22
09:05:00,674.36
09:06:00,674.45
09:07:00,674.61
09:08:00,674.4
09:09:00,674.59
09:10:00,674.6
09:11:00,674.12
09:12:00,673.82
09:13:00,673.96
09:14:00,674.11
09:15:00,674.07
09:16:00,674.27
09:17:00,673.85
09:18:00,674.29
09:19:00,674.58
09:20:00,674.36
09:21:00,674.49
09:22:00,674.61
09:23:00,675.11
09:24:00,675.14
09:25:00,674.78
09:26:00,674.84
09:27:00,675.01
09:28:00,675.07
09:29:00,674.96
09:30:00,675.06
09:31:00,676.18
09:32:00,676.26
09:33:00,675.8
09:34:00,675.75
09:35:00,674.55
09:36:00,674.99
09:37:00,676.08
09:38:00,676.55
09:39:00,676.82
09:40:00,675.76
09:41:00,675.66
09:42:00,674.62
09:43:00,674.38
09:44:00,673.99
09:45:00,673.44
09:46:00,674.13
09:47:00,674.55
09:48:00,673.67
09:49:00,673.12
09:50:00,672.49
09:51:00,672.9
09:52:00,673.22
09:53:00,673.07
09:54:00,673.47
09:55:00,673.26
09:56:00,673.21
09:57:00,672.7599
09:58:00,672.735
09:59:00,672.14
10:00:00,672.36
10:01:00,672.9
10:02:00,672.33
10:03:00,672.25
10:04:00,672.36
10:05:00,672.16
10:06:00,672.33
10:07:00,672.76
10:08:00,672.11
10:09:00,671.912
10:10:00,672.35
10:11:00,672.02
10:12:00,672.51
10:13:00,672.84
10:14:00,672.47
10:15:00,672.62
10:16:00,672.43
10:17:00,671.785
10:18:00,671.48
10:19:00,671.02
10:20:00,671.06
10:21:00,670.64
10:22:00,670.33
10:23:00,669.95
10:24:00,670.72
10:25:00,670.45
10:26:00,669.99
10:27:00,669.8488
10:28:00,670.08
10:29:00,669.805
10:30:00,669.85
10:31:00,670.19
10:32:00,671.58
10:33:00,671.17
10:34:00,671.0
10:35:00,671.05
10:36:00,671.13
10:37:00,671.83
10:38:00,671.72
10:39:00,671.63
10:40:00,671.68
10:41:00,672.09
10:42:00,671.93
10:43:00,672.05
10:44:00,671.16
10:45:00,671.23
10:46:00,671.38
10:47:00,671.48
10:48:00,671.71
10:49:00,671.25
10:50:00,671.26
10:51:00,670.8
10:52:00,670.86
10:53:00,671.04
10:54:00,670.65
10:55:00,670.6
10:56:00,670.665
10:57:00,671.1
10:58:00,671.45
10:59:00,671.92
11:00:00,671.96
11:01:00,671.86
11:02:00,671.91
11:03:00,671.89
11:04:00,672.58
11:05:00,673.47
11:06:00,674.18
11:07:00,674.3
11:08:00,674.23
11:09:00,674.7942
11:10:00,674.57
11:11:00,674.64
11:12:00,674.58
11:13:00,674.54
11:14:00,675.12
